Date,Predicted1,Predicted2,New1,New2
42772,24.36363636,,34.36363636,
42773,24.45454545,,34.45454545,
42774,24.54545455,,34.54545455,
42775,24.63636364,,34.63636364,
42776,24.72727273,,34.72727273,
42777,24.81818182,,34.81818182,
42778,24.90909091,,34.90909091,
42779,25,,35,
42780,24.470625,,34.470625,
42781,23.94125,,33.94125,
42782,23.411875,,33.411875,
42783,22.8825,,32.8825,
42784,22.353125,,32.353125,
42785,21.82375,,31.82375,
42786,21.294375,,31.294375,
42787,20.765,,30.765,
42788,20.235625,,30.235625,
42789,19.70625,,29.70625,
42790,19.176875,,29.176875,
42791,18.6475,,28.6475,
42792,18.118125,,28.118125,
42793,17.58875,,27.58875,
42794,17.059375,,27.059375,
42795,16.53,,26.53,
42796,20,,30,
42797,21.14285714,,31.14285714,
42798,22.28571429,,32.28571429,
42799,23.42857143,,33.42857143,
42800,24.57142857,,34.57142857,
42801,25.71428571,,35.71428571,
42802,26.85714286,,36.85714286,
42803,28,,38,
42804,28.42857143,,38.42857143,
42805,28.85714286,,38.85714286,
42806,29.28571429,,39.28571429,
42807,29.71428571,,39.71428571,
42808,30.14285714,,40.14285714,
42809,30.57142857,,40.57142857,
42810,31,,41,
42811,30.14285714,,40.14285714,
42812,29.28571429,,39.28571429,
42813,28.42857143,,38.42857143,
42814,27.57142857,,37.57142857,
42815,26.71428571,,36.71428571,
42816,25.85714286,,35.85714286,
42817,25,,35,
42818,26.28571429,,36.28571429,
42819,27.57142857,,37.57142857,
42820,28.85714286,,38.85714286,
42821,30.14285714,,40.14285714,
42822,31.42857143,,41.42857143,
42823,32.71428571,,42.71428571,
42824,34,,44,
42825,33,,43,
42826,32,,42,
42827,31,,41,
42828,30,,40,
42829,29,,39,
42830,28,,38,
42831,27,,37,
42832,29.14285714,,39.14285714,
42833,31.28571429,,41.28571429,
42834,33.42857143,,43.42857143,
42835,35.57142857,,45.57142857,
42836,37.71428571,,47.71428571,
42837,39.85714286,,49.85714286,
42838,42,,52,
42839,41,,51,
42840,40,,50,
42841,39,,49,
42842,38,,48,
42843,37,,47,
42844,36,,46,
42845,35,,45,
42846,35.21428571,,45.21428571,
42847,35.42857143,,45.42857143,
42848,35.64285714,,45.64285714,
42849,35.85714286,,45.85714286,
42850,36.07142857,,46.07142857,
42851,36.28571429,,46.28571429,
42852,36.5,,46.5,
42853,36.71428571,,46.71428571,
42854,36.92857143,,46.92857143,
42855,37.14285714,,47.14285714,
42856,37.35714286,,47.35714286,
42857,37.57142857,,47.57142857,
42858,37.78571429,,47.78571429,
42859,38,,48,
42860,38.21428571,,48.21428571,
42861,38.42857143,,48.42857143,
42862,38.64285714,,48.64285714,
42863,38.85714286,,48.85714286,
42864,39.07142857,,49.07142857,
42865,39.28571429,,49.28571429,
42866,39.5,,49.5,
42867,39.71428571,,49.71428571,
42868,39.92857143,,49.92857143,
42869,40.14285714,,50.14285714,
42870,40.35714286,,50.35714286,
42871,40.57142857,,50.57142857,
42872,40.78571429,,50.78571429,
42873,41,,51,
42874,41.42857143,,51.42857143,
42875,41.85714286,,51.85714286,
42876,42.28571429,,52.28571429,
42877,42.71428571,,52.71428571,
42878,43.14285714,,53.14285714,
42879,43.57142857,,53.57142857,
42880,44,,54,
42881,43,,53,
42882,42,,52,
42883,41,,51,
42884,40,,50,
42885,39,,49,
42886,38,,48,
42887,37,,47,
42888,37.14285714,,47.14285714,
42889,37.28571429,,47.28571429,
42890,37.42857143,,47.42857143,
42891,37.57142857,,47.57142857,
42892,37.71428571,,47.71428571,
42893,37.85714286,,47.85714286,
42894,38,,48,
42895,38.14285714,,48.14285714,
42896,38.28571429,,48.28571429,
42897,38.42857143,,48.42857143,
42898,38.57142857,,48.57142857,
42899,38.71428571,,48.71428571,
42900,38.85714286,,48.85714286,
42901,39,,49,
42902,39.05555556,,49.05555556,
42903,39.11111111,,49.11111111,
42904,39.16666667,,49.16666667,
42905,39.22222222,,49.22222222,
42906,39.27777778,,49.27777778,
42907,39.33333333,,49.33333333,
42908,39.38888889,,49.38888889,
42909,39.44444444,,49.44444444,
42910,39.5,,49.5,
42911,39.55555556,,49.55555556,
42912,39.61111111,,49.61111111,
42913,39.66666667,,49.66666667,
42914,39.72222222,,49.72222222,
42915,39.77777778,,49.77777778,
42916,39.83333333,,49.83333333,
42917,39.88888889,,49.88888889,
42918,39.94444444,,49.94444444,
42919,40,,50,
42920,40.42857143,,50.42857143,
42921,40.85714286,,50.85714286,
42922,41.28571429,,51.28571429,
42923,41.71428571,,51.71428571,
42924,42.14285714,,52.14285714,
42925,42.57142857,,52.57142857,
42926,43,,53,
42927,43.14285714,,53.14285714,
42928,43.28571429,,53.28571429,
42929,43.42857143,,53.42857143,
42930,43.57142857,,53.57142857,
42931,43.71428571,,53.71428571,
42932,43.85714286,,53.85714286,
42933,44,,54,
42934,43.28571429,,53.28571429,
42935,42.57142857,,52.57142857,
42936,41.85714286,,51.85714286,
42937,41.14285714,,51.14285714,
42938,40.42857143,,50.42857143,
42939,39.71428571,,49.71428571,
42940,39,,49,
42941,39.42857143,,49.42857143,
42942,39.85714286,,49.85714286,
42943,40.28571429,,50.28571429,
42944,40.71428571,,50.71428571,
42945,41.14285714,,51.14285714,
42946,41.57142857,,51.57142857,
42947,42,,52,
42948,41.71428571,,51.71428571,
42949,41.42857143,,51.42857143,
42950,41.14285714,,51.14285714,
42951,40.85714286,,50.85714286,
42952,40.57142857,,50.57142857,
42953,40.28571429,,50.28571429,
42954,40,,50,
42955,40.14285714,,50.14285714,
42956,40.28571429,,50.28571429,
42957,40.42857143,,50.42857143,
42958,40.57142857,,50.57142857,
42959,40.71428571,,50.71428571,
42960,40.85714286,,50.85714286,
42961,41,,51,
42962,40.42857143,,50.42857143,
42963,39.85714286,,49.85714286,
42964,39.28571429,,49.28571429,
42965,38.71428571,,48.71428571,
42966,38.14285714,,48.14285714,
42967,37.57142857,,47.57142857,
42968,37,,47,
42969,36.85714286,,46.85714286,
42970,36.71428571,,46.71428571,
42971,36.57142857,,46.57142857,
42972,36.42857143,,46.42857143,
42973,36.28571429,,46.28571429,
42974,36.14285714,,46.14285714,
42975,36,,46,
42976,35.28571429,,45.28571429,
42977,34.57142857,,44.57142857,
42978,33.85714286,,43.85714286,
42979,33.14285714,,43.14285714,
42980,32.42857143,,42.42857143,
42981,31.71428571,,41.71428571,
42982,31,,41,
42983,31.42857143,,41.42857143,
42984,31.85714286,,41.85714286,
42985,32.28571429,,42.28571429,
42986,32.71428571,,42.71428571,
42987,33.14285714,,43.14285714,
42988,33.57142857,,43.57142857,
42989,34,,44,
42990,33.85714286,,43.85714286,
42991,33.71428571,,43.71428571,
42992,33.57142857,,43.57142857,
42993,33.42857143,,43.42857143,
42994,33.28571429,,43.28571429,
42995,33.14285714,,43.14285714,
42996,33,,43,
42997,33.57142857,,43.57142857,
42998,34.14285714,,44.14285714,
42999,34.71428571,,44.71428571,
43000,35.28571429,,45.28571429,
43001,35.85714286,,45.85714286,
43002,36.42857143,,46.42857143,
43003,37,,47,
43004,36.85714286,,46.85714286,
43005,36.71428571,,46.71428571,
43006,36.57142857,,46.57142857,
43007,36.42857143,,46.42857143,
43008,36.28571429,,46.28571429,
43009,36.14285714,,46.14285714,
43010,36,,46,
43011,35.28571429,,45.28571429,
43012,34.57142857,,44.57142857,
43013,33.85714286,,43.85714286,
43014,33.14285714,,43.14285714,
43015,32.42857143,,42.42857143,
43016,31.71428571,,41.71428571,
43017,31,,41,
43018,36,,46,
43019,35.46153846,,45.46153846,
43020,34.92307692,,44.92307692,
43021,34.38461538,,44.38461538,
43022,33.84615385,,43.84615385,
43023,33.30769231,,43.30769231,
43024,32.76923077,,42.76923077,
43025,32.23076923,,42.23076923,
43026,31.69230769,,41.69230769,
43027,31.15384615,,41.15384615,
43028,30.61538462,,40.61538462,
43029,30.07692308,,40.07692308,
43030,29.53846154,,39.53846154,
43031,29,,39,
43032,29.14285714,,39.14285714,
43033,29.28571429,,39.28571429,
43034,29.42857143,,39.42857143,
43035,29.57142857,,39.57142857,
43036,29.71428571,,39.71428571,
43037,29.85714286,,39.85714286,
43038,30,,40,
43039,29.7,,39.7,
43040,29.4,,39.4,
43041,29.1,,39.1,
43042,28.8,,38.8,
43043,28.5,,38.5,
43044,28.2,,38.2,
43045,27.9,,37.9,
43046,27.6,,37.6,
43047,27.3,,37.3,
43048,27,,37,
43049,26.71428571,,36.71428571,
43050,26.42857143,,36.42857143,
43051,26.14285714,,36.14285714,
43052,25.85714286,,35.85714286,
43053,25.57142857,,35.57142857,
43054,25.28571429,,35.28571429,
43055,25,,35,
43056,25.85714286,,35.85714286,
43057,26.71428571,,36.71428571,
43058,27.57142857,,37.57142857,
43059,28.42857143,,38.42857143,
43060,29.28571429,,39.28571429,
43061,30.14285714,,40.14285714,
43062,31,,41,
43063,30.09090909,,40.09090909,
43064,29.18181818,,39.18181818,
43065,28.27272727,,38.27272727,
43066,27.36363636,,37.36363636,
43067,26.45454545,,36.45454545,
43068,25.54545455,,35.54545455,
43069,24.63636364,,34.63636364,
43070,23.72727273,,33.72727273,
43071,22.81818182,,32.81818182,
43072,21.90909091,,31.90909091,
43073,21,,31,
43074,21.3,,31.3,
43075,21.6,,31.6,
43076,21.9,,31.9,
43077,22.2,,32.2,
43078,22.5,,32.5,
43079,22.8,,32.8,
43080,23.1,,33.1,
43081,23.4,,33.4,
43082,23.7,,33.7,
43083,24,,34,
43084,23.71428571,,33.71428571,
43085,23.42857143,,33.42857143,
43086,23.14285714,,33.14285714,
43087,22.85714286,,32.85714286,
43088,22.57142857,,32.57142857,
43089,22.28571429,,32.28571429,
43090,22,,32,
43091,22.07142857,,32.07142857,
43092,22.14285714,,32.14285714,
43093,22.21428571,,32.21428571,
43094,22.28571429,,32.28571429,
43095,22.35714286,,32.35714286,
43096,22.42857143,,32.42857143,
43097,22.5,,32.5,
43098,22.57142857,,32.57142857,
43099,22.64285714,,32.64285714,
43100,22.71428571,,32.71428571,
43101,22.78571429,,32.78571429,
43102,22.85714286,,32.85714286,
43103,22.92857143,,32.92857143,
43104,23,,33,
43105,23.14285714,,33.14285714,
43106,23.28571429,,33.28571429,
43107,23.42857143,,33.42857143,
43108,23.57142857,,33.57142857,
43109,23.71428571,,33.71428571,
43110,23.85714286,,33.85714286,
43111,24,,34,
43112,23.14285714,,33.14285714,
43113,22.28571429,,32.28571429,
43114,21.42857143,,31.42857143,
43115,20.57142857,,30.57142857,
43116,19.71428571,,29.71428571,
43117,18.85714286,,28.85714286,
43118,18,,28,
43119,17.71428571,,27.71428571,
43120,17.42857143,,27.42857143,
43121,17.14285714,,27.14285714,
43122,16.85714286,,26.85714286,
43123,16.57142857,,26.57142857,
43124,16.28571429,,26.28571429,
43125,16,,26,
43126,16.36363636,,26.36363636,
43127,16.72727273,,26.72727273,
43128,17.09090909,,27.09090909,
43129,17.45454545,,27.45454545,
43130,17.81818182,,27.81818182,
43131,18.18181818,,28.18181818,
43132,18.54545455,,28.54545455,
43133,18.90909091,,28.90909091,
43134,19.27272727,,29.27272727,
43135,19.63636364,,29.63636364,
43136,20,,30,
43137,19.42857143,,29.42857143,
43138,18.85714286,,28.85714286,
43139,18.28571429,,28.28571429,
43140,17.71428571,,27.71428571,
43141,17.14285714,,27.14285714,
43142,16.57142857,,26.57142857,
43143,16,,26,
43144,17.85714286,,27.85714286,
43145,19.71428571,,29.71428571,
43146,21.57142857,,31.57142857,
43147,23.42857143,,33.42857143,
43148,25.28571429,,35.28571429,
43149,27.14285714,,37.14285714,
43150,29,,39,
43151,27.85714286,,37.85714286,
43152,26.71428571,,36.71428571,
43153,25.57142857,,35.57142857,
43154,24.42857143,,34.42857143,
43155,23.28571429,,33.28571429,
43156,22.14285714,,32.14285714,
43157,21,,31,
43158,21.57142857,,31.57142857,
43159,22.14285714,,32.14285714,
43160,22.71428571,,32.71428571,
43161,23.28571429,,33.28571429,
43162,23.85714286,,33.85714286,
43163,24.42857143,,34.42857143,
43164,25,,35,
43165,25.57142857,,35.57142857,
43166,26.14285714,,36.14285714,
43167,26.71428571,,36.71428571,
43168,27.28571429,,37.28571429,
43169,27.85714286,,37.85714286,
43170,28.42857143,,38.42857143,
43171,29,,39,
43172,28.85714286,,38.85714286,
43173,28.71428571,,38.71428571,
43174,28.57142857,,38.57142857,
43175,28.42857143,,38.42857143,
43176,28.28571429,,38.28571429,
43177,28.14285714,,38.14285714,
43178,28,,38,
43179,28.14285714,,38.14285714,
43180,28.28571429,,38.28571429,
43181,28.42857143,,38.42857143,
43182,28.57142857,,38.57142857,
43183,28.71428571,,38.71428571,
43184,28.85714286,,38.85714286,
43185,29,,39,
43186,29.7,,39.7,
43187,30.4,,40.4,
43188,31.1,,41.1,
43189,31.8,,41.8,
43190,32.5,,42.5,
43191,33.2,,43.2,
43192,33.9,,43.9,
43193,34.6,,44.6,
43194,35.3,,45.3,
43195,36,,46,
43196,36.42857143,,46.42857143,
43197,36.85714286,,46.85714286,
43198,37.28571429,,47.28571429,
43199,37.71428571,,47.71428571,
43200,38.14285714,,48.14285714,
43201,38.57142857,,48.57142857,
43202,39,,49,
43203,39,,49,
43204,39,,49,
43205,39,,49,
43206,39,,49,
43207,39,,49,
43208,39,,49,
43209,39,,49,
43210,39,,49,
43211,39,,49,
43212,39,,49,
43213,39,,49,
43214,39,,49,
43215,39,,49,
43216,39,,49,
43217,39,,49,
43218,39,,49,
43219,39,,49,
43220,39,,49,
43221,39,,49,
43222,39,,49,
43223,39,,49,
43224,39,,49,
43225,39,,49,
43226,39,,49,
43227,39,,49,
43228,39,,49,
43229,39,,49,
43230,39,,49,
43231,39,,49,
43232,39,,49,
43233,39,,49,
43234,39,,49,
43235,39,,49,
43236,39,,49,
43237,39,,49,
43238,39,,49,
43239,39,,49,
43240,39,,49,
43241,39,,49,
43242,39,,49,
43243,39,,49,
43244,39,,49,
43245,39,,49,
43246,39,,49,
43247,39,,49,
43248,39,,49,
43249,39,,49,
43250,39,,49,
43251,39,,49,
43252,39,,49,
43253,39,,49,
43254,39,,49,
43255,39,,49,
43256,39,,49,
43257,39,,49,
43258,39,,49,
43259,39,,49,
43260,39,,49,
43261,39,,49,
43262,39,,49,
43263,39,,49,
43264,39,,49,
43265,39,,49,
43266,39,,49,
43267,39,,49,
43268,39,,49,
43269,39,,49,
43270,39,,49,
43271,39,,49,
43272,39,,49,
43273,39,,49,
43274,39,,49,
43275,39,,49,
43276,39,,49,
43277,39,,49,
43278,39,,49,
43279,39,,49,
43280,39,,49,
43281,39,,49,
43282,39,,49,
43283,39,,49,
43284,39,,49,
43285,39,,49,
43286,39,,49,
43287,39,,49,
43288,39,,49,
43289,39,,49,
43290,39,,49,
43291,39,,49,
43292,39,,49,
43293,39,,49,
43294,39,,49,
43295,39,,49,
43296,39,,49,
43297,39,,49,
43298,39,,49,
43299,39,,49,
43300,39,,49,
43301,39.07142857,,49.07142857,
43302,39.14285714,,49.14285714,
43303,39.21428571,,49.21428571,
43304,39.28571429,,49.28571429,
43305,39.35714286,,49.35714286,
43306,39.42857143,,49.42857143,
43307,39.5,,49.5,
43308,39.57142857,,49.57142857,
43309,39.64285714,,49.64285714,
43310,39.71428571,,49.71428571,
43311,39.78571429,,49.78571429,
43312,39.85714286,,49.85714286,
43313,39.92857143,,49.92857143,
43314,40,,50,
43315,39.87179487,,49.87179487,
43316,39.74358974,,49.74358974,
43317,39.61538462,,49.61538462,
43318,39.48717949,,49.48717949,
43319,39.35897436,,49.35897436,
43320,39.23076923,,49.23076923,
43321,39.1025641,,49.1025641,
43322,38.97435897,,48.97435897,
43323,38.84615385,,48.84615385,
43324,38.71794872,,48.71794872,
43325,38.58974359,,48.58974359,
43326,38.46153846,,48.46153846,
43327,38.33333333,,48.33333333,
43328,38.20512821,,48.20512821,
43329,38.07692308,,48.07692308,
43330,37.94871795,,47.94871795,
43331,37.82051282,,47.82051282,
43332,37.69230769,,47.69230769,
43333,37.56410256,,47.56410256,
43334,37.43589744,,47.43589744,
43335,37.30769231,,47.30769231,
43336,37.17948718,,47.17948718,
43337,37.05128205,,47.05128205,
43338,36.92307692,,46.92307692,
43339,36.79487179,,46.79487179,
43340,36.66666667,,46.66666667,
43341,36.53846154,,46.53846154,
43342,36.41025641,,46.41025641,
43343,36.28205128,,46.28205128,
43344,36.15384615,,46.15384615,
43345,36.02564103,,46.02564103,
43346,35.8974359,,45.8974359,
43347,35.76923077,,45.76923077,
43348,35.64102564,,45.64102564,
43349,35.51282051,,45.51282051,
43350,35.38461538,,45.38461538,
43351,35.25641026,,45.25641026,
43352,35.12820513,,45.12820513,
43353,35,,45,
43354,34.83333333,,44.83333333,
43355,34.66666667,,44.66666667,
43356,34.5,,44.5,
43357,34.33333333,,44.33333333,
43358,34.16666667,,44.16666667,
43359,34,,44,
43360,33.83333333,,43.83333333,
43361,33.66666667,,43.66666667,
43362,33.5,,43.5,
43363,33.33333333,,43.33333333,
43364,33.16666667,,43.16666667,
43365,33,,43,
43366,32.83333333,,42.83333333,
43367,32.66666667,,42.66666667,
43368,32.5,,42.5,
43369,32.33333333,,42.33333333,
43370,32.16666667,,42.16666667,
43371,32,,42,
43372,31.83333333,,41.83333333,
43373,31.66666667,,41.66666667,
43374,31.5,,41.5,
43375,31.33333333,,41.33333333,
43376,31.16666667,,41.16666667,
43377,31,,41,
43378,30.85714286,,40.85714286,
43379,30.71428571,,40.71428571,
43380,30.57142857,,40.57142857,
43381,30.42857143,,40.42857143,
43382,30.28571429,,40.28571429,
43383,30.14285714,,40.14285714,
43384,30,,40,
43385,29.85714286,,39.85714286,
43386,29.71428571,,39.71428571,
43387,29.57142857,,39.57142857,
43388,29.42857143,,39.42857143,
43389,29.28571429,,39.28571429,
43390,29.14285714,,39.14285714,
43391,29,,39,
43392,28.85714286,,38.85714286,
43393,28.71428571,,38.71428571,
43394,28.57142857,,38.57142857,
43395,28.42857143,,38.42857143,
43396,28.28571429,,38.28571429,
43397,28.14285714,,38.14285714,
43398,28,,38,
43399,27.85714286,,37.85714286,
43400,27.71428571,,37.71428571,
43401,27.57142857,,37.57142857,
43402,27.42857143,,37.42857143,
43403,27.28571429,,37.28571429,
43404,27.14285714,,37.14285714,
43405,27,,37,
43406,27.1025641,,37.1025641,
43407,27.20512821,,37.20512821,
43408,27.30769231,,37.30769231,
43409,27.41025641,,37.41025641,
43410,27.51282051,,37.51282051,
43411,27.61538462,,37.61538462,
43412,27.71794872,,37.71794872,
43413,27.82051282,,37.82051282,
43414,27.92307692,,37.92307692,
43415,28.02564103,,38.02564103,
43416,28.12820513,,38.12820513,
43417,28.23076923,,38.23076923,
43418,28.33333333,,38.33333333,
43419,28.43589744,,38.43589744,
43420,28.53846154,28.53846154,38.53846154,38.53846154
43421,,28.64102564,,38.64102564
43422,,28.74358974,,38.74358974
43423,,28.84615385,,38.84615385
43424,,28.94871795,,38.94871795
43425,,29.05128205,,39.05128205
43426,,29.15384615,,39.15384615
43427,,29.25641026,,39.25641026
43428,,29.35897436,,39.35897436
43429,,29.46153846,,39.46153846
43430,,29.56410256,,39.56410256
43431,,29.66666667,,39.66666667
43432,,29.76923077,,39.76923077
43433,,29.87179487,,39.87179487
43434,,29.97435897,,39.97435897
43435,,30.07692308,,40.07692308
43436,,30.17948718,,40.17948718
43437,,30.28205128,,40.28205128
43438,,30.38461538,,40.38461538
43439,,30.48717949,,40.48717949
43440,,30.58974359,,40.58974359
43441,,30.69230769,,40.69230769
43442,,30.79487179,,40.79487179
43443,,30.8974359,,40.8974359
43444,,31,,41
43445,,30.5,,40.5
43446,,30,,40
43447,,29.5,,39.5
43448,,29,,39
43449,,28.5,,38.5
43450,,28,,38
43451,,27.5,,37.5
43452,,27,,37
43453,,26.5,,36.5
43454,,26,,36
43455,,25.5,,35.5
43456,,25,,35
43457,,24.5,,34.5
43458,,24,,34
43459,,23.5,,33.5
43460,,23,,33
43461,,22.5,,32.5
43462,,22,,32
43463,,21.5,,31.5
43464,,21,,31
43465,,20.5,,30.5
43466,,20,,30
43467,,19.5,,29.5
43468,,19,,29
43469,,19.08695652,,29.08695652
43470,,19.17391304,,29.17391304
43471,,19.26086957,,29.26086957
43472,,19.34782609,,29.34782609
